fia_code;common_name;plants_code;trait;value
581;Carolina silverbell;HACA3;Toxicity;None
581;Carolina silverbell;HACA3;Adapted to Coarse Textured Soils;Yes
581;Carolina silverbell;HACA3;Adapted to Fine Textured Soils;No
581;Carolina silverbell;HACA3;Adapted to Medium Textured Soils;Yes
581;Carolina silverbell;HACA3;Anaerobic Tolerance;Medium
581;Carolina silverbell;HACA3;CaCO3 Tolerance;Low
581;Carolina silverbell;HACA3;Cold Stratification Required;Yes
581;Carolina silverbell;HACA3;Drought Tolerance;Low
581;Carolina silverbell;HACA3;Fertility Requirement;Medium
581;Carolina silverbell;HACA3;Fire Tolerance;Low
581;Carolina silverbell;HACA3;Frost Free Days, Minimum;160
581;Carolina silverbell;HACA3;Hedge Tolerance;None
581;Carolina silverbell;HACA3;Moisture Use;Medium
581;Carolina silverbell;HACA3;pH, Maximum;7.0
581;Carolina silverbell;HACA3;pH, Minimum;4.7
581;Carolina silverbell;HACA3;Planting Density per Acre, Maximum;800
581;Carolina silverbell;HACA3;Planting Density per Acre, Minimum;300
581;Carolina silverbell;HACA3;Precipitation, Maximum;80
581;Carolina silverbell;HACA3;Precipitation, Minimum;40
581;Carolina silverbell;HACA3;Root Depth, Minimum (inches);40
581;Carolina silverbell;HACA3;Salinity Tolerance;None
581;Carolina silverbell;HACA3;Shade Tolerance;Tolerant
581;Carolina silverbell;HACA3;Temperature, Minimum (°F);-10
581;Carolina silverbell;HACA3;Bloom Period;Mid Spring
581;Carolina silverbell;HACA3;Commercial Availability;No Known Source
581;Carolina silverbell;HACA3;Fruit/Seed Abundance;High
581;Carolina silverbell;HACA3;Fruit/Seed Period Begin;Summer
581;Carolina silverbell;HACA3;Fruit/Seed Period End;Fall
581;Carolina silverbell;HACA3;Fruit/Seed Persistence;Yes
581;Carolina silverbell;HACA3;Propagated by Bare Root;Yes
581;Carolina silverbell;HACA3;Propagated by Bulb;No
581;Carolina silverbell;HACA3;Propagated by Container;Yes
581;Carolina silverbell;HACA3;Propagated by Corm;No
581;Carolina silverbell;HACA3;Propagated by Cuttings;Yes
581;Carolina silverbell;HACA3;Propagated by Seed;Yes
581;Carolina silverbell;HACA3;Propagated by Sod;No
581;Carolina silverbell;HACA3;Propagated by Sprigs;No
581;Carolina silverbell;HACA3;Propagated by Tubers;No
581;Carolina silverbell;HACA3;Seed per Pound;1600
581;Carolina silverbell;HACA3;Seed Spread Rate;Slow
581;Carolina silverbell;HACA3;Seedling Vigor;Medium
581;Carolina silverbell;HACA3;Small Grain;No
581;Carolina silverbell;HACA3;Vegetative Spread Rate;None
581;Carolina silverbell;HACA3;Berry/Nut/Seed Product;No
581;Carolina silverbell;HACA3;Christmas Tree Product;No
581;Carolina silverbell;HACA3;Fodder Product;No
581;Carolina silverbell;HACA3;Lumber Product;Yes
581;Carolina silverbell;HACA3;Naval Store Product;No
581;Carolina silverbell;HACA3;Nursery Stock Product;No
581;Carolina silverbell;HACA3;Palatable Browse Animal;Low
581;Carolina silverbell;HACA3;Palatable Graze Animal;Low
581;Carolina silverbell;HACA3;Palatable Human;No
581;Carolina silverbell;HACA3;Post Product;No
581;Carolina silverbell;HACA3;Pulpwood Product;Yes
581;Carolina silverbell;HACA3;Veneer Product;Yes
582;two-wing silverbell;HADI3;Active Growth Period;Spring
582;two-wing silverbell;HADI3;Bloat;None
582;two-wing silverbell;HADI3;Coppice Potential;No
582;two-wing silverbell;HADI3;Fall Conspicuous;Yes
582;two-wing silverbell;HADI3;Fire Resistant;No
582;two-wing silverbell;HADI3;Flower Color;White
582;two-wing silverbell;HADI3;Flower Conspicuous;Yes
582;two-wing silverbell;HADI3;Foliage Color;Green
582;two-wing silverbell;HADI3;Foliage Porosity Summer;Moderate
582;two-wing silverbell;HADI3;Foliage Porosity Winter;Porous
582;two-wing silverbell;HADI3;Foliage Texture;Coarse
582;two-wing silverbell;HADI3;Fruit/Seed Conspicuous;No
582;two-wing silverbell;HADI3;Growth Form;Single Stem
582;two-wing silverbell;HADI3;Growth Rate;Moderate
582;two-wing silverbell;HADI3;Height, Mature (feet);15.0
582;two-wing silverbell;HADI3;Known Allelopath;No
582;two-wing silverbell;HADI3;Leaf Retention;No
582;two-wing silverbell;HADI3;Low Growing Grass;No
582;two-wing silverbell;HADI3;Nitrogen Fixation;None
582;two-wing silverbell;HADI3;Resprout Ability;No
582;two-wing silverbell;HADI3;Shape and Orientation;Erect
582;two-wing silverbell;HADI3;Adapted to Coarse Textured Soils;No
582;two-wing silverbell;HADI3;Adapted to Fine Textured Soils;Yes
582;two-wing silverbell;HADI3;Adapted to Medium Textured Soils;Yes
582;two-wing silverbell;HADI3;Anaerobic Tolerance;Medium
582;two-wing silverbell;HADI3;CaCO3 Tolerance;Low
582;two-wing silverbell;HADI3;Cold Stratification Required;No
582;two-wing silverbell;HADI3;Drought Tolerance;Low
582;two-wing silverbell;HADI3;Fertility Requirement;Low
582;two-wing silverbell;HADI3;Frost Free Days, Minimum;247
582;two-wing silverbell;HADI3;Hedge Tolerance;Low
582;two-wing silverbell;HADI3;pH, Maximum;8.0
582;two-wing silverbell;HADI3;pH, Minimum;6.0
582;two-wing silverbell;HADI3;Planting Density per Acre, Maximum;640
582;two-wing silverbell;HADI3;Planting Density per Acre, Minimum;320
582;two-wing silverbell;HADI3;Precipitation, Maximum;68
582;two-wing silverbell;HADI3;Precipitation, Minimum;33
582;two-wing silverbell;HADI3;Root Depth, Minimum (inches);36
582;two-wing silverbell;HADI3;Salinity Tolerance;None
582;two-wing silverbell;HADI3;Shade Tolerance;Intermediate
582;two-wing silverbell;HADI3;Temperature, Minimum (°F);10
582;two-wing silverbell;HADI3;Bloom Period;Spring
582;two-wing silverbell;HADI3;Fruit/Seed Persistence;No
582;two-wing silverbell;HADI3;Propagated by Bare Root;No
582;two-wing silverbell;HADI3;Propagated by Bulb;No
582;two-wing silverbell;HADI3;Propagated by Container;No
582;two-wing silverbell;HADI3;Propagated by Corm;No
582;two-wing silverbell;HADI3;Propagated by Cuttings;Yes
582;two-wing silverbell;HADI3;Propagated by Seed;No
582;two-wing silverbell;HADI3;Propagated by Sod;No
582;two-wing silverbell;HADI3;Propagated by Sprigs;No
582;two-wing silverbell;HADI3;Propagated by Tubers;No
582;two-wing silverbell;HADI3;Seed per Pound;1500
582;two-wing silverbell;HADI3;Small Grain;No
582;two-wing silverbell;HADI3;Berry/Nut/Seed Product;No
582;two-wing silverbell;HADI3;Christmas Tree Product;No
582;two-wing silverbell;HADI3;Fodder Product;No
582;two-wing silverbell;HADI3;Lumber Product;No
582;two-wing silverbell;HADI3;Naval Store Product;No
582;two-wing silverbell;HADI3;Nursery Stock Product;Yes
582;two-wing silverbell;HADI3;Palatable Human;Yes
582;two-wing silverbell;HADI3;Post Product;No
582;two-wing silverbell;HADI3;Pulpwood Product;No
582;two-wing silverbell;HADI3;Veneer Product;No
7330;scarletbush;HAPA3;NA;NA
7332;Haplolobus floribundus;HAFL;NA;NA
7333;South African wild plum;HACA10;NA;NA
7334;fa`aili;HAAR4;NA;NA
7335;haujillo;HAPA10;NA;NA
7336;false locust;HECU10;NA;NA
7338;denticulata;HEDE14;NA;NA
7341;cigarbush;HEAR;NA;NA
7343;Fosbergs starviolet;HEFO5;NA;NA
7344;manono;HEHI8;NA;NA
7345;starviolet;HEDYO2;NA;NA
7346;variable starviolet;HETE21;NA;NA
7347;screwtree;HEJA;NA;NA
7349;white moho;HEPO4;NA;NA
7353;camasey peludo;HEFA5;NA;NA
7354;MacFadyen's camasey;HEMA11;NA;NA
7355;thinleaf camasey;HEME5;NA;NA
7357;jusillo;HESQ;Active Growth Period;Spring
7357;jusillo;HESQ;Bloat;None
7357;jusillo;HESQ;Coppice Potential;No
7357;jusillo;HESQ;Fall Conspicuous;No
7357;jusillo;HESQ;Fire Resistant;No
7357;jusillo;HESQ;Flower Color;White
7357;jusillo;HESQ;Flower Conspicuous;No
7357;jusillo;HESQ;Foliage Color;Yellow-Green
7357;jusillo;HESQ;Foliage Texture;Medium
7357;jusillo;HESQ;Fruit/Seed Color;Brown
7357;jusillo;HESQ;Fruit/Seed Conspicuous;No
7357;jusillo;HESQ;Height at 20 Years, Maximum (feet);50
7357;jusillo;HESQ;Height, Mature (feet);30.0
7357;jusillo;HESQ;Known Allelopath;No
7357;jusillo;HESQ;Leaf Retention;Yes
7357;jusillo;HESQ;Low Growing Grass;No
7357;jusillo;HESQ;Nitrogen Fixation;None
7357;jusillo;HESQ;Resprout Ability;No
7357;jusillo;HESQ;Adapted to Coarse Textured Soils;Yes
7357;jusillo;HESQ;Adapted to Fine Textured Soils;No
7357;jusillo;HESQ;Adapted to Medium Textured Soils;Yes
7357;jusillo;HESQ;CaCO3 Tolerance;Medium
7357;jusillo;HESQ;Cold Stratification Required;No
7357;jusillo;HESQ;Fertility Requirement;Medium
7357;jusillo;HESQ;Frost Free Days, Minimum;365
7357;jusillo;HESQ;Hedge Tolerance;Low
7357;jusillo;HESQ;Planting Density per Acre, Maximum;640
7357;jusillo;HESQ;Planting Density per Acre, Minimum;320
7357;jusillo;HESQ;Root Depth, Minimum (inches);36
7357;jusillo;HESQ;Temperature, Minimum (°F);40
7357;jusillo;HESQ;Bloom Period;Summer
7357;jusillo;HESQ;Fruit/Seed Period Begin;Fall
7357;jusillo;HESQ;Fruit/Seed Period End;Winter
7357;jusillo;HESQ;Fruit/Seed Persistence;No
7357;jusillo;HESQ;Propagated by Bare Root;No
7357;jusillo;HESQ;Propagated by Bulb;No
7357;jusillo;HESQ;Propagated by Container;No
7357;jusillo;HESQ;Propagated by Corm;No
7357;jusillo;HESQ;Propagated by Cuttings;No
7357;jusillo;HESQ;Propagated by Seed;Yes
7357;jusillo;HESQ;Propagated by Sod;No
7357;jusillo;HESQ;Propagated by Sprigs;No
7357;jusillo;HESQ;Propagated by Tubers;No
7357;jusillo;HESQ;Small Grain;No
7357;jusillo;HESQ;Berry/Nut/Seed Product;No
7357;jusillo;HESQ;Christmas Tree Product;No
7357;jusillo;HESQ;Fodder Product;No
7357;jusillo;HESQ;Fuelwood Product;Low
7357;jusillo;HESQ;Lumber Product;Yes
7357;jusillo;HESQ;Naval Store Product;No
7357;jusillo;HESQ;Nursery Stock Product;No
7357;jusillo;HESQ;Palatable Human;No
7357;jusillo;HESQ;Post Product;Yes
7357;jusillo;HESQ;Pulpwood Product;No
7357;jusillo;HESQ;Veneer Product;Yes
7359;ufa;HELI9;NA;NA
7360;ufa halemtano;HELO12;NA;NA
7368;Hernandia labyrinthica;HELA27;NA;NA
7363;pipi;HEMO13;NA;NA
7364;pua, Chinese lantern tree;HENY;NA;NA
7365;Hernandia ovigera;HEOV4;NA;NA
7366;mago;HESO;NA;NA
7370;Lanai island-aster;HEAR9;NA;NA
7371;Maui island-aster;HEAR10;NA;NA
7372;Kauai island-aster;HELY;NA;NA
7377;palma brava;HEEL9;NA;NA
7381;para rubber tree;HEBR8;NA;NA
7384;hau kuahiwi;HIBO2;NA;NA
7385;lava hau kuahiwi;HICR;NA;NA
7386;Kauai hau kuahiwi;HIDI;NA;NA
7387;Kilauea hau kuahiwi;HIGI;NA;NA
7388;Hualalai hau kuahiwi;HIHU;NA;NA
7389;hau kuahiwi;HIPU2;NA;NA
7391;Maui hau kuahiwi;HIWI;NA;NA
7392;Woods hau kuahiwi;HIWO;NA;NA
7393;white rosemallow;HIAR;NA;NA
7397;Brackenridges rosemallow;HIBR;NA;NA
7401;lemonyellow rosemallow;HICA6;NA;NA
7402;red Kauai rosemallow;HICL;NA;NA
7403;mahoe;HIEL;NA;NA
7404;red rosemallow;HIKO;NA;NA
7407;largeleaf rosemallow;HIMA5;NA;NA
7408;Dixie rosemallow;HIMU3;NA;NA
7409;seaside mahoe;HIPE3;NA;NA
7410;shoeblackplant;HIRO3;NA;NA
7412;sea hibiscus;HITI;NA;NA
7413;white Kauai rosemallow;HIWA;NA;NA
883;manchineel;HIMA2;NA;NA
7418;teta de burra cinarron;HIRU2;NA;NA
7420;pigeonberry;HITR3;NA;NA
8008;fanuamamala;HOAC4;NA;NA
8009;fanuamamala;HONU3;NA;NA
7422;white cogwood;HORA;NA;NA
7424;Homalium whitmeeanum;HOWH;NA;NA
7427;chemeklachel, eumail;HOAM2;NA;NA
7428;ersachel;HONO2;NA;NA
7429;Horsfieldia nunu;HONU2;NA;NA
7430;chersachel;HOPA10;NA;NA
7432;Japanese raisintree;HODU2;NA;NA
7433;sentrypalm;HOFO;NA;NA
7434;sandbox tree;HUCR;Active Growth Period;Spring
7434;sandbox tree;HUCR;Bloat;None
7434;sandbox tree;HUCR;Coppice Potential;No
7434;sandbox tree;HUCR;Fall Conspicuous;No
7434;sandbox tree;HUCR;Fire Resistant;No
7434;sandbox tree;HUCR;Flower Color;Red
7434;sandbox tree;HUCR;Flower Conspicuous;Yes
7434;sandbox tree;HUCR;Foliage Color;Green
7434;sandbox tree;HUCR;Foliage Porosity Summer;Dense
7434;sandbox tree;HUCR;Foliage Porosity Winter;Moderate
7434;sandbox tree;HUCR;Foliage Texture;Coarse
7434;sandbox tree;HUCR;Fruit/Seed Color;Brown
7434;sandbox tree;HUCR;Fruit/Seed Conspicuous;Yes
7434;sandbox tree;HUCR;Growth Form;Single Crown
7434;sandbox tree;HUCR;Growth Rate;Rapid
7434;sandbox tree;HUCR;Height at 20 Years, Maximum (feet);40
7434;sandbox tree;HUCR;Height, Mature (feet);70.0
7434;sandbox tree;HUCR;Known Allelopath;No
7434;sandbox tree;HUCR;Leaf Retention;No
7434;sandbox tree;HUCR;Low Growing Grass;No
7434;sandbox tree;HUCR;Nitrogen Fixation;None
7434;sandbox tree;HUCR;Resprout Ability;No
7434;sandbox tree;HUCR;Shape and Orientation;Rounded
7434;sandbox tree;HUCR;Toxicity;Severe
7434;sandbox tree;HUCR;Adapted to Coarse Textured Soils;Yes
7434;sandbox tree;HUCR;Adapted to Fine Textured Soils;Yes
7434;sandbox tree;HUCR;Adapted to Medium Textured Soils;Yes
7434;sandbox tree;HUCR;Cold Stratification Required;No
7434;sandbox tree;HUCR;Drought Tolerance;Low
7434;sandbox tree;HUCR;Fertility Requirement;Medium
7434;sandbox tree;HUCR;Frost Free Days, Minimum;365
7434;sandbox tree;HUCR;Hedge Tolerance;Low
7434;sandbox tree;HUCR;pH, Maximum;8.0
7434;sandbox tree;HUCR;pH, Minimum;6.0
7434;sandbox tree;HUCR;Planting Density per Acre, Maximum;640
7434;sandbox tree;HUCR;Planting Density per Acre, Minimum;320
7434;sandbox tree;HUCR;Precipitation, Maximum;150
7434;sandbox tree;HUCR;Precipitation, Minimum;35
7434;sandbox tree;HUCR;Root Depth, Minimum (inches);36
7434;sandbox tree;HUCR;Shade Tolerance;Tolerant
7434;sandbox tree;HUCR;Temperature, Minimum (°F);32
7434;sandbox tree;HUCR;Bloom Period;Spring
7434;sandbox tree;HUCR;Fruit/Seed Period Begin;Fall
7434;sandbox tree;HUCR;Fruit/Seed Period End;Winter
7434;sandbox tree;HUCR;Fruit/Seed Persistence;Yes
7434;sandbox tree;HUCR;Propagated by Bare Root;No
7434;sandbox tree;HUCR;Propagated by Bulb;No
7434;sandbox tree;HUCR;Propagated by Container;No
7434;sandbox tree;HUCR;Propagated by Corm;No
7434;sandbox tree;HUCR;Propagated by Cuttings;Yes
7434;sandbox tree;HUCR;Propagated by Seed;Yes
7434;sandbox tree;HUCR;Propagated by Sod;No
7434;sandbox tree;HUCR;Propagated by Sprigs;No
7434;sandbox tree;HUCR;Propagated by Tubers;No
7434;sandbox tree;HUCR;Small Grain;No
7434;sandbox tree;HUCR;Berry/Nut/Seed Product;No
7434;sandbox tree;HUCR;Christmas Tree Product;No
7434;sandbox tree;HUCR;Fodder Product;No
7434;sandbox tree;HUCR;Fuelwood Product;Medium
7434;sandbox tree;HUCR;Lumber Product;Yes
7434;sandbox tree;HUCR;Naval Store Product;No
7434;sandbox tree;HUCR;Nursery Stock Product;No
7434;sandbox tree;HUCR;Palatable Browse Animal;Low
7434;sandbox tree;HUCR;Palatable Graze Animal;Low
7434;sandbox tree;HUCR;Palatable Human;No
7434;sandbox tree;HUCR;Post Product;Yes
7434;sandbox tree;HUCR;Protein Potential;Low
7434;sandbox tree;HUCR;Pulpwood Product;Yes
7434;sandbox tree;HUCR;Veneer Product;Yes
7438;cedro macho;HYCL;NA;NA
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Active Growth Period;Spring
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Bloat;None
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Coppice Potential;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fall Conspicuous;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fire Resistant;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Flower Color;White
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Flower Conspicuous;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Foliage Color;Green
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Foliage Porosity Summer;Dense
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Foliage Porosity Winter;Dense
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Foliage Texture;Coarse
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Color;Brown
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Conspicuous;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Growth Rate;Slow
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Height at 20 Years, Maximum (feet);30
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Height, Mature (feet);65.0
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Known Allelopath;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Leaf Retention;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Lifespan;Short
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Low Growing Grass;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Nitrogen Fixation;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Resprout Ability;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Shape and Orientation;Erect
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Toxicity;None
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Adapted to Coarse Textured Soils;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Adapted to Fine Textured Soils;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Adapted to Medium Textured Soils;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Anaerobic Tolerance;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;CaCO3 Tolerance;Medium
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Cold Stratification Required;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Drought Tolerance;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fertility Requirement;Medium
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Frost Free Days, Minimum;365
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Hedge Tolerance;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;pH, Maximum;7.5
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;pH, Minimum;5.5
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Planting Density per Acre, Maximum;640
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Planting Density per Acre, Minimum;320
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Precipitation, Maximum;90
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Precipitation, Minimum;35
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Root Depth, Minimum (inches);36
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Salinity Tolerance;None
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Shade Tolerance;Tolerant
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Temperature, Minimum (°F);40
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Bloom Period;Summer
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Commercial Availability;Routinely Available
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Abundance;Medium
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Period Begin;Summer
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Period End;Fall
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fruit/Seed Persistence;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Bare Root;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Bulb;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Container;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Corm;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Cuttings;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Seed;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Sod;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Sprigs;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Propagated by Tubers;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Seed per Pound;122
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Small Grain;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Berry/Nut/Seed Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Christmas Tree Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fodder Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Fuelwood Product;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Lumber Product;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Naval Store Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Nursery Stock Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Palatable Browse Animal;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Palatable Graze Animal;Low
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Palatable Human;Yes
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Post Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Pulpwood Product;No
7442;West Indian locust, Brazilian cherry, stinkingtoe;HYCO;Veneer Product;Yes
7445;inkwood;HYTR;NA;NA
7446;limestone snakevine;HYLA8;NA;NA
7453;Hawaii holly;ILAN;NA;NA
7454;English holly;ILAQ80;NA;NA
7455;dahoon;ILCA;Active Growth Period;Spring and Summer
7455;dahoon;ILCA;Bloat;None
7455;dahoon;ILCA;Coppice Potential;Yes
7455;dahoon;ILCA;Fall Conspicuous;No
7455;dahoon;ILCA;Fire Resistant;No
7455;dahoon;ILCA;Flower Color;Yellow
7455;dahoon;ILCA;Flower Conspicuous;No
7455;dahoon;ILCA;Foliage Color;Dark Green
7455;dahoon;ILCA;Foliage Porosity Summer;Dense
7455;dahoon;ILCA;Foliage Porosity Winter;Dense
7455;dahoon;ILCA;Foliage Texture;Medium
7455;dahoon;ILCA;Fruit/Seed Color;Red
7455;dahoon;ILCA;Fruit/Seed Conspicuous;Yes
7455;dahoon;ILCA;Growth Form;Single Stem
7455;dahoon;ILCA;Growth Rate;Moderate
7455;dahoon;ILCA;Height at 20 Years, Maximum (feet);26
7455;dahoon;ILCA;Height, Mature (feet);26.0
7455;dahoon;ILCA;Known Allelopath;No
7455;dahoon;ILCA;Leaf Retention;Yes
7455;dahoon;ILCA;Lifespan;Short
7455;dahoon;ILCA;Low Growing Grass;No
7455;dahoon;ILCA;Nitrogen Fixation;None
7455;dahoon;ILCA;Resprout Ability;Yes
7455;dahoon;ILCA;Shape and Orientation;Erect
7455;dahoon;ILCA;Toxicity;Slight
7455;dahoon;ILCA;Adapted to Coarse Textured Soils;Yes
7455;dahoon;ILCA;Adapted to Fine Textured Soils;Yes
7455;dahoon;ILCA;Adapted to Medium Textured Soils;Yes
7455;dahoon;ILCA;Anaerobic Tolerance;High
7455;dahoon;ILCA;CaCO3 Tolerance;Low
7455;dahoon;ILCA;Cold Stratification Required;No
7455;dahoon;ILCA;Drought Tolerance;Low
7455;dahoon;ILCA;Fertility Requirement;Low
7455;dahoon;ILCA;Fire Tolerance;High
7455;dahoon;ILCA;Frost Free Days, Minimum;200
7455;dahoon;ILCA;Hedge Tolerance;Medium
7455;dahoon;ILCA;Moisture Use;High
7455;dahoon;ILCA;pH, Maximum;6.5
7455;dahoon;ILCA;pH, Minimum;3.5
7455;dahoon;ILCA;Planting Density per Acre, Maximum;3450
7455;dahoon;ILCA;Planting Density per Acre, Minimum;1746
7455;dahoon;ILCA;Precipitation, Maximum;65
7455;dahoon;ILCA;Precipitation, Minimum;45
7455;dahoon;ILCA;Root Depth, Minimum (inches);12
7455;dahoon;ILCA;Salinity Tolerance;Low
7455;dahoon;ILCA;Shade Tolerance;Tolerant
7455;dahoon;ILCA;Temperature, Minimum (°F);12
7455;dahoon;ILCA;Bloom Period;Spring
7455;dahoon;ILCA;Commercial Availability;Routinely Available
7455;dahoon;ILCA;Fruit/Seed Abundance;High
7455;dahoon;ILCA;Fruit/Seed Period Begin;Summer
7455;dahoon;ILCA;Fruit/Seed Period End;Fall
7455;dahoon;ILCA;Fruit/Seed Persistence;Yes
7455;dahoon;ILCA;Propagated by Bare Root;Yes
7455;dahoon;ILCA;Propagated by Bulb;No
7455;dahoon;ILCA;Propagated by Container;Yes
7455;dahoon;ILCA;Propagated by Corm;No
7455;dahoon;ILCA;Propagated by Cuttings;No
7455;dahoon;ILCA;Propagated by Seed;Yes
7455;dahoon;ILCA;Propagated by Sod;No
7455;dahoon;ILCA;Propagated by Sprigs;No
7455;dahoon;ILCA;Propagated by Tubers;No
7455;dahoon;ILCA;Seed Spread Rate;Slow
7455;dahoon;ILCA;Seedling Vigor;Low
7455;dahoon;ILCA;Small Grain;No
7455;dahoon;ILCA;Vegetative Spread Rate;Moderate
7455;dahoon;ILCA;Berry/Nut/Seed Product;No
7455;dahoon;ILCA;Christmas Tree Product;No
7455;dahoon;ILCA;Fodder Product;No
7455;dahoon;ILCA;Lumber Product;No
7455;dahoon;ILCA;Naval Store Product;No
7455;dahoon;ILCA;Nursery Stock Product;No
7455;dahoon;ILCA;Palatable Browse Animal;Low
7455;dahoon;ILCA;Palatable Graze Animal;Low
7455;dahoon;ILCA;Palatable Human;No
7455;dahoon;ILCA;Post Product;No
7455;dahoon;ILCA;Pulpwood Product;No
7455;dahoon;ILCA;Veneer Product;No
7456;te;ILCO3;NA;NA
7457;maconcona;ILGU;NA;NA
7458;Caribbean holly;ILMA;NA;NA
7459;Puerto Rico holly;ILNI;NA;NA
591;American holly;ILOP;Active Growth Period;Spring and Summer
591;American holly;ILOP;Bloat;None
591;American holly;ILOP;C:N Ratio;High
591;American holly;ILOP;Coppice Potential;No
591;American holly;ILOP;Fall Conspicuous;Yes
591;American holly;ILOP;Fire Resistant;No
591;American holly;ILOP;Flower Color;Yellow
591;American holly;ILOP;Flower Conspicuous;No
591;American holly;ILOP;Foliage Color;Green
591;American holly;ILOP;Foliage Porosity Summer;Dense
